Date,Consolidated,Description,Catgory 1,Category 2,Category 3,Debit,Credit,Balance,DR/CR
14/5/2021,Local Hospital /Expense/Personal/Health & Medical,Local Hospital ,Expense,Personal,Health & Medical,196,0,2588,DR
14/5/2021,Crown Perth /Expense/Leisure & Lifestyle/Pubs & Bars,Crown Perth ,Expense,Leisure & Lifestyle,Pubs & Bars,19,0,2569,DR
15/5/2021,"Spotify /Expense/Leisure & Lifestyle/Tv, Music & Streaming",Spotify ,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",50,0,2519,DR
16/5/2021,"Stan /Expense/Leisure & Lifestyle/Tv, Music & Streaming",Stan ,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",243,0,2276,DR
17/5/2021,"Foxtel /Expense/Leisure & Lifestyle/Tv, Music & Streaming",Foxtel ,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",187,0,2089,DR
17/5/2021,Mathnasium /Expense/Personal/Education,Mathnasium ,Expense,Personal,Education,117,0,1972,DR
17/5/2021,Interest Payment from Commonwealth Bank /Income/Income/Investments,Interest Payment from Commonwealth Bank ,Income,Income,Investments,134,0,1838,DR
18/5/2021,"NRMA Roadside Assistance /Expense/Transport/Car Insurance, Rego & Maintenance",NRMA Roadside Assistance ,Expense,Transport,"Car Insurance, Rego & Maintenance",72,0,1766,DR
18/5/2021,Café Nero /Expense/Leisure & Lifestyle/Restaurants & Cafes,Café Nero ,Expense,Leisure & Lifestyle,Restaurants & Cafes,166,0,1600,DR
18/5/2021,Payday Advance /Income/Income/Other Income,Payday Advance ,Income,Income,Other Income,92,0,1508,DR
19/5/2021,Swim Australia /Expense/Personal/Fitness & Wellbeing,Swim Australia ,Expense,Personal,Fitness & Wellbeing,91,0,1417,DR
20/5/2021,Grill'd /Expense/Leisure & Lifestyle/Takeaway,Grill'd ,Expense,Leisure & Lifestyle,Takeaway,9,0,1408,DR
20/5/2021,The Athlete's Foot /Expense/Personal/Clothing & Accessories,The Athlete's Foot ,Expense,Personal,Clothing & Accessories,11,0,1397,DR
20/5/2021,Local Hospital /Expense/Personal/Health & Medical,Local Hospital ,Expense,Personal,Health & Medical,90,0,1307,DR
21/5/2021,"Ultra Tune /Expense/Transport/Car Insurance, Rego & Maintenance",Ultra Tune ,Expense,Transport,"Car Insurance, Rego & Maintenance",7,0,1300,DR
21/5/2021,Myer /Expense/Personal/Clothing & Accessories,Myer ,Expense,Personal,Clothing & Accessories,99,0,1201,DR
22/5/2021,BP /Expense/Transport/Fuel,BP ,Expense,Transport,Fuel,45,0,1156,DR
22/5/2021,Guardian Childcare & Education /Expense/Personal/Children & Family,Guardian Childcare & Education ,Expense,Personal,Children & Family,92,0,1064,DR
23/5/2021,TerryWhite Chemmart /Expense/Personal/Health & Medical,TerryWhite Chemmart ,Expense,Personal,Health & Medical,30,0,1034,DR
23/5/2021,Swim Australia /Expense/Personal/Fitness & Wellbeing,Swim Australia ,Expense,Personal,Fitness & Wellbeing,39,0,995,DR
25/5/2021,Chinatown Night Market /Expense/Leisure & Lifestyle/Pubs & Bars,Chinatown Night Market ,Expense,Leisure & Lifestyle,Pubs & Bars,75,0,920,DR
25/5/2021,Westpac Dividend Deposit /Income/Income/Investments,Westpac Dividend Deposit ,Income,Income,Investments,20,0,900,DR
25/5/2021,Vodafone Prepaid /Expense/Personal/Mobile Phone,Vodafone Prepaid ,Expense,Personal,Mobile Phone,64,0,836,DR
26/5/2021, Meriton Apartments /Expense/Household/Rates & Insurance, Meriton Apartments ,Expense,Household,Rates & Insurance,38,0,798,DR
26/5/2021,Hobart Brewing Company /Expense/Leisure & Lifestyle/Pubs & Bars,Hobart Brewing Company ,Expense,Leisure & Lifestyle,Pubs & Bars,75,0,723,DR
27/5/2021,School Locker /Expense/Personal/Children & Family,School Locker ,Expense,Personal,Children & Family,59,0,664,DR
27/5/2021,Ladbrokes /Expense/Leisure & Lifestyle/Lottery & Gambling,Ladbrokes ,Expense,Leisure & Lifestyle,Lottery & Gambling,66,0,598,DR
27/5/2021,Shell V Power/Expense/Transport/Fuel,Shell V Power,Expense,Transport,Fuel,12,0,586,DR
28/5/2021,Camp Australia /Expense/Leisure & Lifestyle/Hobbies,Camp Australia ,Expense,Leisure & Lifestyle,Hobbies,14,0,572,DR
1/6/2021,Monthly Income,Monthly Income,Income,Income,Wages,0,6000,6572,CR
2/6/2021,Queensland Urban Utilities /Expense/Household/Utilities,Queensland Urban Utilities ,Expense,Household,Utilities,22,0,6550,DR
2/6/2021,David Jones /Expense/Personal/Clothing & Accessories,David Jones ,Expense,Personal,Clothing & Accessories,111,0,6439,DR
2/6/2021,"Green Slip Insurance /Expense/Transport/Car Insurance, Rego & Maintenance",Green Slip Insurance ,Expense,Transport,"Car Insurance, Rego & Maintenance",324,0,6115,DR
3/6/2021,AMF Bowling /Expense/Leisure & Lifestyle/Entertainment,AMF Bowling ,Expense,Leisure & Lifestyle,Entertainment,195,0,5920,DR
4/6/2021,Billabong /Expense/Personal/Clothing & Accessories,Billabong ,Expense,Personal,Clothing & Accessories,551,0,5369,DR
5/6/2021,"Disney+ /Expense/Leisure & Lifestyle/Tv, Music & Streaming",Disney+ ,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",145,0,5224,DR
5/6/2021,F45 Training /Expense/Personal/Fitness & Wellbeing,F45 Training ,Expense,Personal,Fitness & Wellbeing,91,0,5133,DR
6/6/2021,IKEA /Expense/Household/Maintenance & Improvements,IKEA ,Expense,Household,Maintenance & Improvements,141,0,4992,DR
8/6/2021,Childcare Payments /Expense/Personal/Children & Family,Childcare Payments ,Expense,Personal,Children & Family,220,0,4772,DR
8/6/2021,TerryWhite Chemmart /Expense/Personal/Health & Medical,TerryWhite Chemmart ,Expense,Personal,Health & Medical,458,0,4314,DR
10/6/2021,Muffin Break /Expense/Leisure & Lifestyle/Restaurants & Cafes,Muffin Break ,Expense,Leisure & Lifestyle,Restaurants & Cafes,362,0,3952,DR
11/6/2021,Village Cinemas /Expense/Leisure & Lifestyle/Entertainment,Village Cinemas ,Expense,Leisure & Lifestyle,Entertainment,187,0,3765,DR
12/6/2021,The Ivy /Expense/Leisure & Lifestyle/Pubs & Bars,The Ivy ,Expense,Leisure & Lifestyle,Pubs & Bars,338,0,3427,DR
13/6/2021,Kumon /Expense/Personal/Education,Kumon ,Expense,Personal,Education,65,0,3362,DR
16/6/2021,Shell V Power/Expense/Transport/Fuel,Shell V Power,Expense,Transport,Fuel,95,0,3267,DR
16/6/2021,Endota Spa /Expense/Personal/Fitness & Wellbeing,Endota Spa ,Expense,Personal,Fitness & Wellbeing,73,0,3194,DR
18/6/2021,Music Academy /Expense/Leisure & Lifestyle/Hobbies,Music Academy ,Expense,Leisure & Lifestyle,Hobbies,259,0,2935,DR
19/6/2021, Slater and Gordon Lawyers /Expense/Personal/Life Admin, Slater and Gordon Lawyers ,Expense,Personal,Life Admin,86,0,2849,DR
19/6/2021,"Adairs /Expense/Household/Furniture, Electronics & Homewares",Adairs ,Expense,Household,"Furniture, Electronics & Homewares",255,0,2594,DR
19/6/2021,Fernwood Fitness /Expense/Personal/Fitness & Wellbeing,Fernwood Fitness ,Expense,Personal,Fitness & Wellbeing,86,0,2508,DR
20/6/2021, NRMA Insurance /Expense/Household/Rates & Insurance, NRMA Insurance ,Expense,Household,Rates & Insurance,35,0,2473,DR
21/6/2021,Rebel Sport /Expense/Personal/Fitness & Wellbeing,Rebel Sport ,Expense,Personal,Fitness & Wellbeing,229,0,2244,DR
22/6/2021,Origin Energy /Expense/Household/Utilities,Origin Energy ,Expense,Household,Utilities,51,0,2193,DR
23/6/2021,Ladbrokes /Expense/Leisure & Lifestyle/Lottery & Gambling,Ladbrokes ,Expense,Leisure & Lifestyle,Lottery & Gambling,83,0,2110,DR
24/6/2021, Slater and Gordon Lawyers /Expense/Personal/Life Admin, Slater and Gordon Lawyers ,Expense,Personal,Life Admin,161,0,1949,DR
28/6/2021,Karate for Kids /Expense/Personal/Fitness & Wellbeing,Karate for Kids ,Expense,Personal,Fitness & Wellbeing,157,0,1792,DR
28/6/2021,Optometrist /Expense/Personal/Health & Medical,Optometrist ,Expense,Personal,Health & Medical,128,0,1664,DR
28/6/2021,Endota Spa /Expense/Personal/Fitness & Wellbeing,Endota Spa ,Expense,Personal,Fitness & Wellbeing,16,0,1648,DR
1/7/2021,Monthly Income,Monthly Income,Income,Income,Wages,0,6000,7648,CR
2/7/2021, Slater and Gordon Lawyers /Expense/Personal/Life Admin, Slater and Gordon Lawyers ,Expense,Personal,Life Admin,391,0,7257,DR
2/7/2021,Hungry Jack’s /Expense/Leisure & Lifestyle/Takeaway,Hungry Jack’s ,Expense,Leisure & Lifestyle,Takeaway,500,0,6757,DR
2/7/2021,Caltex /Expense/Transport/Fuel,Caltex ,Expense,Transport,Fuel,276,0,6481,DR
3/7/2021,The Victory Hotel /Expense/Leisure & Lifestyle/Pubs & Bars,The Victory Hotel ,Expense,Leisure & Lifestyle,Pubs & Bars,31,0,6450,DR
3/7/2021,Big W /Expense/Personal/Children & Family,Big W ,Expense,Personal,Children & Family,565,0,5885,DR
4/7/2021, Metricon /Expense/Household/Maintenance & Improvements, Metricon ,Expense,Household,Maintenance & Improvements,407,0,5478,DR
4/7/2021,OfficeMax /Expense/Personal/Life Admin,OfficeMax ,Expense,Personal,Life Admin,529,0,4949,DR
5/7/2021,Montessori Schools /Expense/Personal/Education,Montessori Schools ,Expense,Personal,Education,375,0,4574,DR
5/7/2021,Ballet Schools /Expense/Personal/Fitness & Wellbeing,Ballet Schools ,Expense,Personal,Fitness & Wellbeing,67,0,4507,DR
6/7/2021,Physiotherapy Clinic /Expense/Personal/Health & Medical,Physiotherapy Clinic ,Expense,Personal,Health & Medical,190,0,4317,DR
6/7/2021,Beachside Yoga Classes /Expense/Personal/Fitness & Wellbeing,Beachside Yoga Classes ,Expense,Personal,Fitness & Wellbeing,398,0,3919,DR
6/7/2021,Tabcorp /Expense/Leisure & Lifestyle/Lottery & Gambling,Tabcorp ,Expense,Leisure & Lifestyle,Lottery & Gambling,87,0,3832,DR
6/7/2021,Bunnings Warehouse /Expense/Household/Maintenance & Improvements,Bunnings Warehouse ,Expense,Household,Maintenance & Improvements,365,0,3467,DR
7/7/2021,Chinatown Night Market /Expense/Leisure & Lifestyle/Pubs & Bars,Chinatown Night Market ,Expense,Leisure & Lifestyle,Pubs & Bars,294,0,3173,DR
7/7/2021,"Audible /Expense/Leisure & Lifestyle/Tv, Music & Streaming",Audible ,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",148,0,3025,DR
8/7/2021,G8 Education /Expense/Personal/Children & Family,G8 Education ,Expense,Personal,Children & Family,226,0,2799,DR
8/7/2021,"MyCar Tyre & Auto /Expense/Transport/Car Insurance, Rego & Maintenance",MyCar Tyre & Auto ,Expense,Transport,"Car Insurance, Rego & Maintenance",89,0,2710,DR
8/7/2021,Anytime Fitness /Expense/Personal/Fitness & Wellbeing,Anytime Fitness ,Expense,Personal,Fitness & Wellbeing,170,0,2540,DR
9/7/2021,South East Water /Expense/Household/Utilities,South East Water ,Expense,Household,Utilities,247,0,2293,DR
9/7/2021,Timezone /Expense/Leisure & Lifestyle/Entertainment,Timezone ,Expense,Leisure & Lifestyle,Entertainment,46,0,2247,DR
10/7/2021,BrewDog /Expense/Leisure & Lifestyle/Alcohol,BrewDog ,Expense,Leisure & Lifestyle,Alcohol,117,0,2130,DR
10/7/2021,"JAX Tyres /Expense/Transport/Car Insurance, Rego & Maintenance",JAX Tyres ,Expense,Transport,"Car Insurance, Rego & Maintenance",110,0,2020,DR
11/7/2021,Café Nero /Expense/Leisure & Lifestyle/Restaurants & Cafes,Café Nero ,Expense,Leisure & Lifestyle,Restaurants & Cafes,96,0,1924,DR
11/7/2021,Eau De Vie /Expense/Leisure & Lifestyle/Pubs & Bars,Eau De Vie ,Expense,Leisure & Lifestyle,Pubs & Bars,15,0,1909,DR
12/7/2021,"EB Games /Expense/Leisure & Lifestyle/Apps, Games & Software",EB Games ,Expense,Leisure & Lifestyle,"Apps, Games & Software",37,0,1872,DR
12/7/2021,Tennis Australia /Expense/Personal/Fitness & Wellbeing,Tennis Australia ,Expense,Personal,Fitness & Wellbeing,123,0,1749,DR
12/7/2021,Massage Therapy Center /Expense/Personal/Health & Medical,Massage Therapy Center ,Expense,Personal,Health & Medical,105,0,1644,DR
13/7/2021,Childcare Payments /Expense/Personal/Children & Family,Childcare Payments ,Expense,Personal,Children & Family,103,0,1541,DR
13/7/2021,Little Athletics /Expense/Personal/Fitness & Wellbeing,Little Athletics ,Expense,Personal,Fitness & Wellbeing,42,0,1499,DR
14/7/2021,"Autobarn /Expense/Transport/Car Insurance, Rego & Maintenance",Autobarn ,Expense,Transport,"Car Insurance, Rego & Maintenance",32,0,1467,DR
14/7/2021,AustralianSuper Pension /Income/Income/Other Income,AustralianSuper Pension ,Income,Income,Other Income,25,0,1442,DR
15/7/2021,"Bridgestone Select /Expense/Transport/Car Insurance, Rego & Maintenance",Bridgestone Select ,Expense,Transport,"Car Insurance, Rego & Maintenance",98,0,1344,DR
16/7/2021,Local Fish and Chips /Expense/Leisure & Lifestyle/Takeaway,Local Fish and Chips ,Expense,Leisure & Lifestyle,Takeaway,135,0,1209,DR
17/7/2021,"Binge /Expense/Leisure & Lifestyle/Tv, Music & Streaming",Binge ,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",109,0,1100,DR
17/7/2021,Adobe Creative Cloud /Expense/Leisure & Lifestyle/Hobbies,Adobe Creative Cloud ,Expense,Leisure & Lifestyle,Hobbies,110,0,990,DR
17/7/2021,Beachside Caravan Park /Expense/Leisure & Lifestyle/Holidays & Travel,Beachside Caravan Park ,Expense,Leisure & Lifestyle,Holidays & Travel,38,0,952,DR
17/7/2021,"The Good Guys /Expense/Household/Furniture, Electronics & Homewares",The Good Guys ,Expense,Household,"Furniture, Electronics & Homewares",38,0,914,DR
20/7/2021,Beacon Lighting /Expense/Household/Maintenance & Improvements,Beacon Lighting ,Expense,Household,Maintenance & Improvements,43,0,871,DR
20/7/2021,Physiotherapy Clinic /Expense/Personal/Health & Medical,Physiotherapy Clinic ,Expense,Personal,Health & Medical,23,0,848,DR
20/7/2021,TerryWhite Chemmart /Expense/Personal/Health & Medical,TerryWhite Chemmart ,Expense,Personal,Health & Medical,49,0,799,DR
22/7/2021,BrewDog /Expense/Leisure & Lifestyle/Alcohol,BrewDog ,Expense,Leisure & Lifestyle,Alcohol,19,0,780,DR
22/7/2021,T2 Tea /Expense/Personal/Fitness & Wellbeing,T2 Tea ,Expense,Personal,Fitness & Wellbeing,55,0,725,DR
22/7/2021,Costco /Expense/Household/Groceries,Costco ,Expense,Household,Groceries,7,0,718,DR
23/7/2021,Ballet Schools /Expense/Personal/Fitness & Wellbeing,Ballet Schools ,Expense,Personal,Fitness & Wellbeing,36,0,682,DR
23/7/2021,Mathnasium /Expense/Personal/Education,Mathnasium ,Expense,Personal,Education,64,0,618,DR
23/7/2021,Hobart Brewing Company /Expense/Leisure & Lifestyle/Pubs & Bars,Hobart Brewing Company ,Expense,Leisure & Lifestyle,Pubs & Bars,24,0,594,DR
24/7/2021,Priceline Pharmacy /Expense/Personal/Health & Medical,Priceline Pharmacy ,Expense,Personal,Health & Medical,17,0,577,DR
24/7/2021, Commonwealth Bank /Expense/Household/Rent & Mortgage, Commonwealth Bank ,Expense,Household,Rent & Mortgage,52,0,525,DR
24/7/2021,AustralianSuper Pension /Income/Income/Other Income,AustralianSuper Pension ,Income,Income,Other Income,22,0,503,DR
24/7/2021,BP /Expense/Transport/Fuel,BP ,Expense,Transport,Fuel,15,0,488,DR
25/7/2021,"EB Games /Expense/Leisure & Lifestyle/Apps, Games & Software",EB Games ,Expense,Leisure & Lifestyle,"Apps, Games & Software",23,0,465,DR
25/7/2021,Dymocks /Expense/Leisure & Lifestyle/Hobbies,Dymocks ,Expense,Leisure & Lifestyle,Hobbies,33,0,432,DR
25/7/2021,Greencross Vets /Expense/Household/Pets,Greencross Vets ,Expense,Household,Pets,32,0,400,DR
25/7/2021,Rip Curl /Expense/Personal/Clothing & Accessories,Rip Curl ,Expense,Personal,Clothing & Accessories,30,0,370,DR
27/7/2021,"Budget Direct Car Insurance /Expense/Transport/Car Insurance, Rego & Maintenance",Budget Direct Car Insurance ,Expense,Transport,"Car Insurance, Rego & Maintenance",26,0,344,DR
1/8/2021,Monthly Income,Monthly Income,Income,Income,Wages,0,6000,6344,CR
2/8/2021,Muffin Break /Expense/Leisure & Lifestyle/Restaurants & Cafes,Muffin Break ,Expense,Leisure & Lifestyle,Restaurants & Cafes,495,0,5849,DR
2/8/2021,Sunnybank Hotel /Expense/Leisure & Lifestyle/Pubs & Bars,Sunnybank Hotel ,Expense,Leisure & Lifestyle,Pubs & Bars,548,0,5301,DR
2/8/2021,Zone Bowling /Expense/Leisure & Lifestyle/Entertainment,Zone Bowling ,Expense,Leisure & Lifestyle,Entertainment,426,0,4875,DR
3/8/2021,"Binge /Expense/Leisure & Lifestyle/Tv, Music & Streaming",Binge ,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",171,0,4704,DR
3/8/2021,"EB Games /Expense/Leisure & Lifestyle/Apps, Games & Software",EB Games ,Expense,Leisure & Lifestyle,"Apps, Games & Software",259,0,4445,DR
3/8/2021,EnergyAustralia /Expense/Household/Utilities,EnergyAustralia ,Expense,Household,Utilities,44,0,4401,DR
4/8/2021,The Rocks Bar and Pub /Expense/Leisure & Lifestyle/Pubs & Bars,The Rocks Bar and Pub ,Expense,Leisure & Lifestyle,Pubs & Bars,226,0,4175,DR
4/8/2021,Ice Cream Parlour /Expense/Leisure & Lifestyle/Takeaway,Ice Cream Parlour ,Expense,Leisure & Lifestyle,Takeaway,167,0,4008,DR
4/8/2021,Child Support Agency Deposit /Income/Income/Other Income,Child Support Agency Deposit ,Income,Income,Other Income,317,0,3691,DR
4/8/2021,The Athlete's Foot /Expense/Personal/Clothing & Accessories,The Athlete's Foot ,Expense,Personal,Clothing & Accessories,28,0,3663,DR
4/8/2021,Beachside Yoga Classes /Expense/Personal/Fitness & Wellbeing,Beachside Yoga Classes ,Expense,Personal,Fitness & Wellbeing,274,0,3389,DR
4/8/2021,Hobart Brewing Company /Expense/Leisure & Lifestyle/Pubs & Bars,Hobart Brewing Company ,Expense,Leisure & Lifestyle,Pubs & Bars,229,0,3160,DR
4/8/2021, Jim’s Building Inspections /Expense/Household/Maintenance & Improvements, Jim’s Building Inspections ,Expense,Household,Maintenance & Improvements,154,0,3006,DR
5/8/2021,Airbnb Host Income /Income/Income/Other Income,Airbnb Host Income ,Income,Income,Other Income,236,0,2770,DR
5/8/2021,Beachside Yoga Classes /Expense/Personal/Fitness & Wellbeing,Beachside Yoga Classes ,Expense,Personal,Fitness & Wellbeing,18,0,2752,DR
6/8/2021,G8 Education /Expense/Personal/Children & Family,G8 Education ,Expense,Personal,Children & Family,109,0,2643,DR
6/8/2021,Who Gives A Crap /Expense/Household/Groceries,Who Gives A Crap ,Expense,Household,Groceries,115,0,2528,DR
8/8/2021,Camp Australia /Expense/Leisure & Lifestyle/Hobbies,Camp Australia ,Expense,Leisure & Lifestyle,Hobbies,134,0,2394,DR
9/8/2021,Melbourne Central Lion Hotel /Expense/Leisure & Lifestyle/Pubs & Bars,Melbourne Central Lion Hotel ,Expense,Leisure & Lifestyle,Pubs & Bars,111,0,2283,DR
9/8/2021,"The Good Guys /Expense/Household/Furniture, Electronics & Homewares",The Good Guys ,Expense,Household,"Furniture, Electronics & Homewares",187,0,2096,DR
10/8/2021,Fitness First /Expense/Personal/Fitness & Wellbeing,Fitness First ,Expense,Personal,Fitness & Wellbeing,23,0,2073,DR
11/8/2021,Surf Dive 'n Ski /Expense/Personal/Clothing & Accessories,Surf Dive 'n Ski ,Expense,Personal,Clothing & Accessories,52,0,2021,DR
11/8/2021,Chemist Warehouse /Expense/Personal/Health & Medical,Chemist Warehouse ,Expense,Personal,Health & Medical,10,0,2011,DR
12/8/2021,VetLove /Expense/Household/Pets,VetLove ,Expense,Household,Pets,124,0,1887,DR
13/8/2021,Zone Bowling /Expense/Leisure & Lifestyle/Entertainment,Zone Bowling ,Expense,Leisure & Lifestyle,Entertainment,66,0,1821,DR
14/8/2021,Anytime Fitness /Expense/Personal/Fitness & Wellbeing,Anytime Fitness ,Expense,Personal,Fitness & Wellbeing,182,0,1639,DR
15/8/2021,Optometrist /Expense/Personal/Health & Medical,Optometrist ,Expense,Personal,Health & Medical,67,0,1572,DR
15/8/2021,Endota Spa /Expense/Personal/Fitness & Wellbeing,Endota Spa ,Expense,Personal,Fitness & Wellbeing,116,0,1456,DR
16/8/2021,Who Gives A Crap /Expense/Household/Groceries,Who Gives A Crap ,Expense,Household,Groceries,124,0,1332,DR
16/8/2021,Swim Australia /Expense/Personal/Fitness & Wellbeing,Swim Australia ,Expense,Personal,Fitness & Wellbeing,63,0,1269,DR
16/8/2021,Lorna Jane /Expense/Personal/Clothing & Accessories,Lorna Jane ,Expense,Personal,Clothing & Accessories,109,0,1160,DR
16/8/2021,Mathnasium /Expense/Personal/Education,Mathnasium ,Expense,Personal,Education,116,0,1044,DR
18/8/2021,Chiropractor /Expense/Personal/Health & Medical,Chiropractor ,Expense,Personal,Health & Medical,7,0,1037,DR
19/8/2021,Chinatown Night Market /Expense/Leisure & Lifestyle/Pubs & Bars,Chinatown Night Market ,Expense,Leisure & Lifestyle,Pubs & Bars,70,0,967,DR
19/8/2021,Upwork Freelancer Payment /Income/Income/Other Income,Upwork Freelancer Payment ,Income,Income,Other Income,60,0,907,DR
19/8/2021,Grill'd /Expense/Leisure & Lifestyle/Takeaway,Grill'd ,Expense,Leisure & Lifestyle,Takeaway,32,0,875,DR
