product_type,,,,,snapshot_date,available_credit,available_fum,transaction_id,,transaction_effective_date,transaction_amount,credit_debit_indicator,statement_description,high_level_transaction_purpose,mid_level_transaction_purpose,low_level_transaction_purpose,transaction_code,merchant_id,product_type_credit_card,snapshot_date_credit_card,statement_due_day,closing_balance,minimum_repayment_amount,previous_repayment_date,previous_repayment_amount
home loan,,,,,2/14/2024,325808.29,929179.06,325,,5/13/2023,7795.53,debit,tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi,sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede,ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros,868,2366,credit card,6/18/2023,6,441479.23,7743,1/20/2024,9779.05
offset,,,,,6/17/2023,992912.66,915029.93,326,,08-12-2023,8279.48,debit,ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta,nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris,volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas,semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in,877,8515,credit card,11-05-2023,10,214588.05,7475.11,04-07-2024,4341.63
savings,,,,,08-06-2023,492978.23,222896.49,327,,12/30/2023,5280.56,credit,eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros,luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum,faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam,orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt,682,3255,credit card,7/26/2023,11,854822.7,8941.2,02-06-2024,199.5
offset,,,,,3/13/2024,511705.98,42395.93,328,,01-12-2024,4218.99,debit,consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo,ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl,tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi,posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante,864,2409,credit card,1/21/2024,4,145095.42,532.33,8/30/2023,439.67
credit card,,,,,7/20/2023,149040.84,404814.65,329,,11/13/2023,9316.7,debit,nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis,etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi,quisque porta volutpat erat quisque erat eros viverra eget congue eget semper,augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida,326,8385,credit card,4/25/2024,28,285479.31,844.96,6/15/2023,6617.06
transaction,,,,,4/23/2024,152028,947980.93,330,,10/15/2023,9669.49,credit,quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec,eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique,non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu,955,6374,credit card,07-08-2023,9,996824.19,5111.61,9/27/2023,8861.86
home loan,,,,,12/27/2023,928527.7,778992.34,331,,4/15/2024,1569.25,debit,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum,nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum,lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui,mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit,701,5669,credit card,7/18/2023,16,889098,6224.72,7/13/2023,6906.82
personal loan,,,,,1/25/2024,91535.2,472475.9,332,,12-01-2023,7759.55,debit,odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla,aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut,sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat,nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula,877,7931,credit card,4/17/2024,8,953580.02,1992.31,09-12-2023,6677.07
home loan,,,,,8/23/2023,767132.35,68146.54,333,,12/23/2023,6301.52,debit,tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc,felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed,integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus,mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at,467,9226,credit card,5/30/2023,21,261812,7008.27,12-01-2023,6192.27
savings,,,,,8/17/2023,431911.24,62919.05,334,,3/25/2024,4358.74,credit,quisque ut erat curabitur gravida nisi at nibh in hac habitasse,scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem,eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet,erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget,901,4440,credit card,1/16/2024,27,572340.21,8727.53,12/21/2023,7408.33
home loan,,,,,12/15/2023,538247.54,195162.61,335,,04-12-2024,8081.66,credit,convallis eget eleifend luctus ultricies eu nibh quisque id justo,aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices,nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla,564,1101,credit card,9/20/2023,17,497103.92,2283.12,11-08-2023,1386.82
personal loan,,,,,08-01-2023,613308.74,376033.95,336,,11/20/2023,4310.12,credit,morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt,nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam,adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer,amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque,902,8692,credit card,3/22/2024,1,799538.27,9127.72,07-08-2023,8682.17
savings,,,,,10/23/2023,633592.35,309465.39,337,,2/17/2024,2164.11,credit,pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam,pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel,nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus,amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim,642,2980,credit card,02-12-2024,29,550819.08,4745.23,2/18/2024,7256.05
credit card,,,,,8/22/2023,605468.19,189070.63,338,,06-02-2023,75.62,debit,eleifend quam a odio in hac habitasse platea dictumst maecenas,ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit,congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu,luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis,258,8461,credit card,4/23/2024,14,978644.12,2706.27,09-05-2023,2590.71
credit card,,,,,3/24/2024,20575.8,872631.61,339,,9/30/2023,3730.6,debit,commodo placerat praesent blandit nam nulla integer pede justo lacinia,massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac,semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut,sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam,155,2050,credit card,03-10-2024,27,847329.72,1718.17,3/30/2024,299.18
home loan,,,,,01-11-2024,147366.85,240485.09,340,,12/31/2023,6820.61,debit,convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar,eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut,risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien,tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero,860,6835,credit card,8/15/2023,23,772046.5,8882.23,11-09-2023,8572.62
credit card,,,,,4/20/2024,688952.63,747769.05,341,,01-07-2024,6981.99,credit,volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo,at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes,a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut,tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend,503,5479,credit card,3/23/2024,20,456324.62,3656.56,6/28/2023,3684.92
personal loan,,,,,2/22/2024,587108.31,497195.33,342,,08-10-2023,8941.1,debit,eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in,pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla,luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet,quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed,306,6593,credit card,8/24/2023,11,279200.47,1364.25,7/22/2023,6567.32
transaction,,,,,09-09-2023,398984.95,713841.71,343,,2/23/2024,2973.91,debit,ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus,eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in,a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla,ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices,999,3173,credit card,11/13/2023,17,441108.7,6532.97,3/29/2024,6246.31
home loan,,,,,6/17/2023,778022.36,98694.63,344,,09-09-2023,2381.45,credit,congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,sapien a libero nam dui proin leo odio porttitor id,dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh,188,8406,credit card,11/29/2023,23,998769.32,8201.21,3/29/2024,8427.61
transaction,,,,,7/19/2023,812585.57,671166.23,345,,10/15/2023,7828.91,debit,lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh,quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem,amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur,non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu,869,5134,credit card,05-12-2023,30,2904.68,4737.87,07-12-2023,2968.6
credit card,,,,,10/24/2023,545849.5,428020.57,346,,6/17/2023,7501.38,credit,in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst,ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam,ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi,nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget,405,7475,credit card,10/22/2023,20,289020.38,8663,06-05-2023,159.19
savings,,,,,07-03-2023,228965.12,747937.76,347,,11/21/2023,4990.41,debit,odio elementum eu interdum eu tincidunt in leo maecenas pulvinar,in porttitor pede justo eu massa donec dapibus duis at velit,velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien,nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,560,9005,credit card,1/15/2024,27,202400.96,7110.82,02-08-2024,5275.93
offset,,,,,07-10-2023,395872.32,136606.22,348,,6/21/2023,6360.36,credit,rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet,faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in,sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus,in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla,798,9481,credit card,7/27/2023,3,208550.02,6803.51,2/23/2024,9424.01
savings,,,,,2/14/2024,751018.47,180445.49,349,,7/23/2023,1515.05,debit,vel accumsan tellus nisi eu orci mauris lacinia sapien quis,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in,vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta,odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor,332,2044,credit card,07-05-2023,22,83482.88,1942.83,9/18/2023,9567.39
home loan,,,,,11/15/2023,39982.8,184110.2,350,,11/20/2023,8796.9,debit,ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam,lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus,adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis,a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id,982,9044,credit card,07-07-2023,19,632460.03,6751.74,4/22/2024,7151.15
personal loan,,,,,4/23/2024,399013.41,273057.06,351,,12/14/2023,430.68,credit,ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi,rutrum ac lobortis vel dapibus at diam nam tristique tortor eu,pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien,vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet,445,5426,credit card,1/30/2024,21,163032.76,639.72,7/20/2023,1304.38
home loan,,,,,1/19/2024,829682.2,491224.23,352,,8/22/2023,8116.96,credit,suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas,duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at,in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis,716,2380,credit card,7/25/2023,31,620740.87,4702.28,8/26/2023,9738.33
transaction,,,,,1/31/2024,554698.99,466133.48,353,,1/23/2024,8154.46,debit,vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo,ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae,donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi,956,4180,credit card,11-05-2023,26,286549.91,8042.25,7/27/2023,477.42
personal loan,,,,,08-02-2023,725277.16,371937.83,354,,6/16/2023,7137.07,credit,mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer,sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed,mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis,habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat,448,9387,credit card,8/25/2023,29,614694.41,3417.55,05-06-2023,4114.59
